Year,precipitation,MeltCont
2009,1491.731,0.12882641697977518
2010,1187.066,0.10836007004499791
2011,1894.926,0.07742628308736535
2012,1625.511,0.037226500309087786
2013,1402.9470000000001,0.11699200543147167
2014,1171.313,0.07748823684418997
2015,1081.8990000000001,0.12982221984310655
2016,1225.756,0.09204892610397485
2017,1417.096,0.05269842425370796
2018,1598.569,0.041333348777068714
2019,1564.391,0.0512829508453087
2021,1451.099,0.049806223998179376
2022,1332.502,0.033693246604051735
